	Epithelial Score	Mesenchymal Score
TCGA-3C-AAAU-01A-11R-A41B-07	0.2344854145063877	0.05814180925472401
TCGA-3C-AALI-01A-11R-A41B-07	0.2927882921607886	0.13610974560307443
TCGA-3C-AALJ-01A-31R-A41B-07	0.21701826993208895	0.16371173608777811
TCGA-3C-AALK-01A-11R-A41B-07	0.27616303189559943	0.20549368888322517
TCGA-4H-AAAK-01A-12R-A41B-07	0.2313715720256354	0.2180088633099495
TCGA-5L-AAT0-01A-12R-A41B-07	0.22200050478305833	0.20839947352101895
TCGA-5L-AAT1-01A-12R-A41B-07	0.24074872099180755	0.211435284982865
TCGA-5T-A9QA-01A-11R-A41B-07	0.3118849042497781	-0.03597871857268331
TCGA-A1-A0SB-01A-11R-A144-07	0.16506036762281495	0.16997488000302285
TCGA-A1-A0SD-01A-11R-A115-07	0.2589734745625395	0.2096167616800948
TCGA-A1-A0SE-01A-11R-A084-07	0.24455718318889963	0.1901705277718404
TCGA-A1-A0SF-01A-11R-A144-07	0.26335796286586455	0.18779040713213802
TCGA-A1-A0SG-01A-11R-A144-07	0.2552970726492292	0.1815191133874655
TCGA-A1-A0SH-01A-11R-A084-07	0.23143108603510287	0.26875859205028585
TCGA-A1-A0SI-01A-11R-A144-07	0.25129182325294885	0.24095470806384878
TCGA-A1-A0SJ-01A-11R-A084-07	0.23884166623587788	0.20341955729385652
TCGA-A1-A0SK-01A-12R-A084-07	0.14169308234349653	0.07278520050247406
TCGA-A1-A0SM-01A-11R-A084-07	0.2878481949661573	0.20008887018544197
TCGA-A1-A0SN-01A-11R-A144-07	0.27878251712982616	0.1886298395631988
TCGA-A1-A0SO-01A-22R-A084-07	0.1493256454554972	0.05285294040289057
TCGA-A1-A0SP-01A-11R-A084-07	0.17065425010393231	0.17702300067087906
TCGA-A1-A0SQ-01A-21R-A144-07	0.2746921236032127	0.11875690651738158
TCGA-A2-A04N-01A-11R-A115-07	0.24922056195994835	0.19705268827680378
TCGA-A2-A04P-01A-31R-A034-07	0.18876518856166802	0.1794527611807325
TCGA-A2-A04Q-01A-21R-A034-07	0.15535828085312686	0.22794202359523807
TCGA-A2-A04R-01A-41R-A109-07	0.25243084320056786	0.13170846726528396
TCGA-A2-A04T-01A-21R-A034-07	0.1435193370573754	0.1391948264882793
TCGA-A2-A04U-01A-11R-A115-07	0.1341582612178478	0.12292554426968816
TCGA-A2-A04V-01A-21R-A034-07	0.21103993563798806	0.18816937420052948
TCGA-A2-A04W-01A-31R-A115-07	0.29714410948145054	0.18005510766480348
TCGA-A2-A04X-01A-21R-A034-07	0.268887987249232	0.1303959742806201
TCGA-A2-A04Y-01A-21R-A034-07	0.2410945104190786	0.1534307262646405
TCGA-A2-A0CK-01A-11R-A22K-07	0.2272772688195679	0.17838624486607058
TCGA-A2-A0CL-01A-11R-A115-07	0.15117362061078754	0.26086659358986275
TCGA-A2-A0CM-01A-31R-A034-07	0.1483021782561874	0.19549718219647538
TCGA-A2-A0CO-01A-13R-A22K-07	0.24249374125480727	0.25829495195860785
TCGA-A2-A0CP-01A-11R-A034-07	0.2119170070621843	0.2314305210371177
TCGA-A2-A0CQ-01A-21R-A034-07	0.25718327578140376	0.09271783104884967
TCGA-A2-A0CR-01A-11R-A22K-07	0.20120882944631557	0.22446834402504512
TCGA-A2-A0CS-01A-11R-A115-07	0.2567614648091924	0.15184780712169144
TCGA-A2-A0CT-01A-31R-A056-07	0.23962229890020714	0.12009421943712095
TCGA-A2-A0CU-01A-12R-A034-07	0.24916973612704552	0.15183187790962804
TCGA-A2-A0CV-01A-31R-A115-07	0.2535902803631137	0.21669933389962293
TCGA-A2-A0CW-01A-21R-A115-07	0.28323781407215265	0.06440680540392962
TCGA-A2-A0CX-01A-21R-A00Z-07	0.24111927172228764	0.19767096397293815
TCGA-A2-A0CY-01A-12R-A034-07	0.29386171637534486	0.05280441187311602
TCGA-A2-A0CZ-01A-11R-A034-07	0.19026780869851545	0.27210224479642653
TCGA-A2-A0D0-01A-11R-A00Z-07	0.14778696938590663	0.09963073863756344
TCGA-A2-A0D1-01A-11R-A034-07	0.21174758761917456	0.08737265428460605
TCGA-A2-A0D2-01A-21R-A034-07	0.1454298670839308	0.1752585625997659
TCGA-A2-A0D3-01A-11R-A115-07	0.2759592941551595	0.0976184716624875
TCGA-A2-A0D4-01A-11R-A00Z-07	0.27799710596838634	0.0866999229100226
TCGA-A2-A0EM-01A-11R-A034-07	0.2305474984784831	0.17364156235193706
TCGA-A2-A0EN-01A-13R-A084-07	0.21432667283237594	0.261363733184957
TCGA-A2-A0EO-01A-11R-A034-07	0.23747675369757937	0.2522370355662261
TCGA-A2-A0EP-01A-52R-A22U-07	0.15968542719112555	0.3096699948841297
TCGA-A2-A0EQ-01A-11R-A034-07	0.18831296897148064	0.1651131363025632
TCGA-A2-A0ER-01A-21R-A034-07	0.2691503701814829	0.10256060231684838
TCGA-A2-A0ES-01A-11R-A115-07	0.2383829305132671	0.24984839465030384
TCGA-A2-A0ET-01A-31R-A034-07	0.2109530538723421	0.0448212835018188
TCGA-A2-A0EU-01A-22R-A056-07	0.2600938149305445	0.13020926909736563
TCGA-A2-A0EV-01A-11R-A034-07	0.2517614191962655	0.19651850400249238
TCGA-A2-A0EW-01A-21R-A115-07	0.21726718619066454	0.2704504225501335
TCGA-A2-A0EX-01A-21R-A034-07	0.24141684176962508	0.2361707581897451
TCGA-A2-A0EY-01A-11R-A034-07	0.2643036708849211	0.15705814125358453
TCGA-A2-A0ST-01A-12R-A084-07	0.15405635759492164	0.21143121006815113
TCGA-A2-A0SU-01A-11R-A084-07	0.2547679626964451	0.18143094705092866
TCGA-A2-A0SV-01A-11R-A084-07	0.24486474463928642	0.1853662033241672
TCGA-A2-A0SW-01A-11R-A084-07	0.2773155185168935	0.17977134542200002
TCGA-A2-A0SX-01A-12R-A084-07	0.1639395928459817	0.2439719971860862
TCGA-A2-A0SY-01A-31R-A084-07	0.21995530801975172	0.24109658918525045
TCGA-A2-A0T0-01A-22R-A084-07	0.20269233559472088	0.16137755085030503
TCGA-A2-A0T1-01A-21R-A084-07	0.23856190695049784	0.23390843962995322
TCGA-A2-A0T2-01A-11R-A084-07	0.20664762797575476	0.12608656674728824
TCGA-A2-A0T3-01A-21R-A115-07	0.27421601152747266	0.12386610867501191
TCGA-A2-A0T4-01A-31R-A084-07	0.24151936225308746	0.24079208192208534
TCGA-A2-A0T5-01A-21R-A084-07	0.26153431460495513	0.16197174750494825
TCGA-A2-A0T6-01A-11R-A084-07	0.20120405094920502	0.28206281814433576
TCGA-A2-A0T7-01A-21R-A084-07	0.2465663240194632	0.20879881516297993
TCGA-A2-A0YC-01A-11R-A109-07	0.24103369318312629	0.16006468741884894
TCGA-A2-A0YD-01A-11R-A109-07	0.23659360054978773	0.25915068404852404
TCGA-A2-A0YE-01A-11R-A109-07	0.16338702481647316	0.15936157940730733
TCGA-A2-A0YF-01A-21R-A109-07	0.30055421878305577	0.1269515600070088
TCGA-A2-A0YG-01A-21R-A109-07	0.27541802075518496	0.11112236857751767
TCGA-A2-A0YH-01A-11R-A109-07	0.23247844571996523	0.20870435123097608
TCGA-A2-A0YI-01A-31R-A10J-07	0.25044993894383916	0.21584063823536925
TCGA-A2-A0YJ-01A-11R-A109-07	0.20766979194857993	0.09286897334005573
TCGA-A2-A0YK-01A-22R-A109-07	0.2136324875248644	0.27831723062868896
TCGA-A2-A0YL-01A-21R-A109-07	0.2335748936024178	0.23213955619733406
TCGA-A2-A0YM-01A-11R-A109-07	0.18448626160360282	0.16357578211505108
TCGA-A2-A0YT-01A-11R-A109-07	0.2735205229934765	0.1340508023321848
TCGA-A2-A1FV-01A-11R-A13Q-07	0.17014338532193385	0.1709047014513735
TCGA-A2-A1FW-01A-11R-A13Q-07	0.2194826712146375	0.15693404157820712
TCGA-A2-A1FX-01A-11R-A13Q-07	0.2075329531676875	0.1631934810255301
TCGA-A2-A1FZ-01A-51R-A14D-07	0.24909023931147944	0.22881664847155503
TCGA-A2-A1G0-01A-11R-A13Q-07	0.23446021879435053	0.21607994686311216
TCGA-A2-A1G1-01A-21R-A13Q-07	0.15311716570828837	0.22315473970000477
TCGA-A2-A1G4-01A-11R-A13Q-07	0.23645111445412847	0.08342850728835549
TCGA-A2-A1G6-01A-11R-A13Q-07	0.20911072603181868	0.23903986859511395
TCGA-A2-A259-01A-11R-A16F-07	0.21839882118820364	0.21451703184694026
TCGA-A2-A25A-01A-12R-A16F-07	0.2009951003028264	0.2844414569968694
TCGA-A2-A25B-01A-11R-A169-07	0.25882403792562836	0.18365918450584062
TCGA-A2-A25C-01A-11R-A169-07	0.26561080704906515	0.1755075028441052
TCGA-A2-A25D-01A-12R-A16F-07	0.23122300420638064	0.1814046453286845
TCGA-A2-A25E-01A-11R-A169-07	0.2532940135422609	0.14731131570475842
TCGA-A2-A25F-01A-11R-A169-07	0.021792770481398827	0.3217761960522967
TCGA-A2-A3KC-01A-11R-A213-07	0.24896469516012087	0.2282298607527552
TCGA-A2-A3KD-01A-12R-A213-07	0.2572632070057981	0.15884925149373408
TCGA-A2-A3XS-01A-11R-A22U-07	0.19576134274031176	0.1499255587171131
TCGA-A2-A3XT-01A-11R-A22U-07	0.1433377541671753	0.1569221872808576
TCGA-A2-A3XU-01A-12R-A22U-07	0.16624239404442875	0.04349804756018183
TCGA-A2-A3XV-01A-21R-A239-07	0.23526952244134292	0.09706835817611259
TCGA-A2-A3XW-01A-11R-A239-07	0.2473400061425408	0.17306366535614937
TCGA-A2-A3XX-01A-21R-A239-07	0.17641060148680765	0.14092740613526566
TCGA-A2-A3XY-01A-11R-A239-07	0.1239596451574928	0.24350486378115788
TCGA-A2-A3XZ-01A-42R-A239-07	0.2868021385077796	0.144073981187971
TCGA-A2-A3Y0-01A-11R-A239-07	0.18973261702213606	0.07349164253514517
TCGA-A2-A4RW-01A-21R-A266-07	0.24662844448190013	0.20239564236029428
TCGA-A2-A4RX-01A-11R-A266-07	0.16776108730792072	0.2600997687300677
TCGA-A2-A4RY-01A-31R-A266-07	0.22931334299748174	0.23412441010978935
TCGA-A2-A4S0-01A-21R-A266-07	0.2368407791730507	0.04180251259241252
TCGA-A2-A4S1-01A-21R-A266-07	-0.10357935498108367	0.27584709141848895
TCGA-A2-A4S2-01A-12R-A266-07	0.24899684141340994	0.18649680693387483
TCGA-A2-A4S3-01A-21R-A266-07	0.25678014438880636	0.1202946311516857
TCGA-A7-A0CD-01A-11R-A00Z-07	0.26728849394368936	0.10322703609596506
TCGA-A7-A0CE-01A-11R-A00Z-07	0.19191378374867885	0.14114004259397217
TCGA-A7-A0CG-01A-12R-A056-07	0.24681741232218024	0.26241357939397125
TCGA-A7-A0CH-01A-21R-A00Z-07	0.26417465146293684	0.14397210832012386
TCGA-A7-A0CJ-01A-21R-A00Z-07	0.23825651754425214	0.09013544646062166
TCGA-A7-A0D9-01A-31R-A056-07	0.24732262978941166	0.14313304633585522
TCGA-A7-A0DA-01A-31R-A115-07	0.19217399463678864	0.17968651310659278
TCGA-A7-A0DB-01A-11R-A00Z-07	0.2520568171994618	0.1958468839682853
TCGA-A7-A0DC-01A-11R-A00Z-07	0.2224527243732458	-0.018566608000243012
TCGA-A7-A13D-01A-13R-A12P-07	0.20613111587898936	0.15710889246411208
TCGA-A7-A13E-01A-11R-A12P-07	0.20296166906822355	0.12510154872690404
TCGA-A7-A13F-01A-11R-A12P-07	0.26765035649760494	0.12203647196847645
TCGA-A7-A13G-01A-11R-A13Q-07	0.26446223010722514	0.07932729085222401
TCGA-A7-A13H-01A-11R-A22K-07	0.25995958260262153	0.18999678822631183
TCGA-A7-A26E-01A-11R-A169-07	0.2391283760625097	0.20185071512900998
TCGA-A7-A26F-01A-21R-A169-07	0.2344884553681854	0.21880013765802797
TCGA-A7-A26G-01A-21R-A169-07	0.17055303284695478	0.2721285465186707
TCGA-A7-A26H-01A-11R-A169-07	0.2454177470776232	0.20824981301698164
TCGA-A7-A26I-01A-11R-A169-07	0.1350327261890748	0.210295420203353
TCGA-A7-A26J-01A-11R-A169-07	0.2424741928575369	0.18881209938494725
TCGA-A7-A2KD-01A-31R-A21T-07	0.2294923194347125	0.18147021441089883
TCGA-A7-A3IY-01A-21R-A21T-07	0.21462293965322876	0.19873155313892532
TCGA-A7-A3IZ-01A-11R-A213-07	0.20408505029802615	0.0667291363440532
TCGA-A7-A3J0-01A-11R-A213-07	0.25198774619577324	0.04383663592822662
TCGA-A7-A3J1-01A-11R-A213-07	0.2417947774501853	0.2052195582570182
TCGA-A7-A3RF-01A-11R-A22K-07	0.2438712516491245	0.06875659163760817
TCGA-A7-A425-01A-11R-A24H-07	0.2669600808695475	0.18450232140482314
TCGA-A7-A426-01A-22R-A24H-07	0.24493772532242908	0.21148677708697683
TCGA-A7-A4SA-01A-11R-A266-07	0.2233562947359642	0.19687524426335357
TCGA-A7-A4SB-01A-21R-A266-07	0.24040553801750586	0.1389492202650695
TCGA-A7-A4SC-01A-12R-A266-07	0.2644092322301811	0.20151694256926345
TCGA-A7-A4SD-01A-11R-A266-07	0.18503274790951618	0.1843393248162677
TCGA-A7-A4SE-01A-11R-A266-07	0.1551497646155764	0.22241606879641462
TCGA-A7-A4SF-01A-11R-A266-07	0.2727047032140606	0.08010115420107045
TCGA-A7-A56D-01A-11R-A27Q-07	0.23244977473730222	0.1750714869697193
TCGA-A7-A5ZV-01A-11R-A28M-07	0.08928252603520703	0.11436451890260324
TCGA-A7-A5ZW-01A-12R-A29R-07	0.22374769709019926	0.24667033162026386
TCGA-A7-A5ZX-01A-12R-A29R-07	0.2439763785855561	0.2090581279175
TCGA-A7-A6VV-01A-22R-A33J-07	0.17629722078263965	0.22130398752631553
TCGA-A7-A6VW-01A-21R-A33J-07	0.2350636126567619	0.10630396715174206
TCGA-A7-A6VX-01A-12R-A33J-07	0.23937034177983385	0.16547469237172263
TCGA-A7-A6VY-01A-12R-A33J-07	0.17094964810712876	0.19017497313334641
TCGA-A8-A06N-01A-11R-A00Z-07	0.23822914978807364	-0.03374825843701834
TCGA-A8-A06O-01A-11R-A00Z-07	0.23603625402316875	0.14811740792452377
TCGA-A8-A06P-01A-11R-A00Z-07	0.25443998403113144	0.22686809834473265
TCGA-A8-A06Q-01A-11R-A034-07	0.26008773320694933	0.012101200136472534
TCGA-A8-A06R-01A-11R-A00Z-07	0.21360034127157546	0.21509789241706523
TCGA-A8-A06T-01A-11R-A00Z-07	0.21627108674753326	0.12021498509136885
TCGA-A8-A06U-01A-11R-A00Z-07	0.23954801499057987	0.10790096327279375
TCGA-A8-A06X-01A-21R-A00Z-07	0.2227277051615154	0.12249360331001613
TCGA-A8-A06Y-01A-21R-A00Z-07	0.25734574468316174	0.052414701847751544
TCGA-A8-A06Z-01A-11R-A00Z-07	0.26387751582442753	0.03828808387508098
TCGA-A8-A075-01A-11R-A084-07	0.27114300347657383	0.16488308884462466
TCGA-A8-A076-01A-21R-A00Z-07	0.2891505526331909	0.17015084222930443
TCGA-A8-A079-01A-21R-A00Z-07	0.23764182905230669	0.0817385290224687
TCGA-A8-A07B-01A-11R-A00Z-07	0.24703591996277985	0.16982633083936205
TCGA-A8-A07C-01A-11R-A034-07	0.09906150316749196	0.16282822048844892
TCGA-A8-A07E-01A-11R-A034-07	0.23326559451671802	0.2610062520305114
TCGA-A8-A07F-01A-11R-A00Z-07	0.24022916803324446	0.1589744625094881
TCGA-A8-A07G-01A-11R-A034-07	0.23206401969783397	0.23032733049003073
TCGA-A8-A07I-01A-11R-A00Z-07	0.22811567785805176	0.19680374803246448
TCGA-A8-A07J-01A-11R-A00Z-07	0.1949598584522274	0.2603168505502802
TCGA-A8-A07L-01A-11R-A00Z-07	0.22928510642364686	0.1396167653845627
TCGA-A8-A07O-01A-11R-A00Z-07	0.16933104081314376	0.12935761192216322
TCGA-A8-A07P-01A-11R-A00Z-07	0.2639791674902334	0.14157791070231895
TCGA-A8-A07R-01A-21R-A034-07	0.18380510856093824	0.10696262154822311
TCGA-A8-A07S-01A-11R-A034-07	0.248296139973475	0.1104955726051634
TCGA-A8-A07U-01A-11R-A034-07	0.18780557946010812	0.20992275073042854
TCGA-A8-A07W-01A-11R-A00Z-07	0.2536072223074146	0.15731671311452033
TCGA-A8-A07Z-01A-11R-A00Z-07	0.2503204851130266	0.07383097179677434
TCGA-A8-A081-01A-11R-A00Z-07	0.2639209567072506	0.0804778985887088
TCGA-A8-A082-01A-11R-A00Z-07	0.25813332788874266	0.11025292995629099
TCGA-A8-A083-01A-21R-A00Z-07	0.24884349509704484	0.03705783007827901
TCGA-A8-A084-01A-21R-A00Z-07	0.2908577793281346	0.1252367618060467
TCGA-A8-A085-01A-11R-A00Z-07	0.24502808235870088	0.12510673498199443
TCGA-A8-A086-01A-11R-A00Z-07	0.20732443693013702	0.18327799475669615
TCGA-A8-A08A-01A-11R-A32Y-07	0.25263762180280525	0.13519103755848894
TCGA-A8-A08B-01A-11R-A00Z-07	0.2782329899621152	0.07032432246207831
TCGA-A8-A08C-01A-11R-A00Z-07	0.21672200311123602	0.09933808567174784
TCGA-A8-A08F-01A-11R-A00Z-07	0.20962289404030188	0.17183489334651625
TCGA-A8-A08G-01A-11R-A00Z-07	0.25626580433618196	0.1253467845033216
TCGA-A8-A08H-01A-21R-A00Z-07	0.09500716557362165	0.31620023093653027
TCGA-A8-A08I-01A-11R-A00Z-07	0.1873151318930364	0.10952500200967386
TCGA-A8-A08J-01A-11R-A00Z-07	0.2665421795767903	0.1656795494477934
TCGA-A8-A08L-01A-11R-A00Z-07	0.23182770129527686	0.1422206358867366
TCGA-A8-A08O-01A-21R-A056-07	0.23844331334039104	0.17458694256555896
TCGA-A8-A08P-01A-11R-A00Z-07	0.24636084864371055	0.1963647685837412
TCGA-A8-A08R-01A-11R-A034-07	0.1502600588450198	0.2028616644248462
TCGA-A8-A08S-01A-11R-A034-07	0.24741038037271412	0.11824272636984745
TCGA-A8-A08T-01A-21R-A00Z-07	0.2615799275319193	0.14482043147419676
TCGA-A8-A08X-01A-21R-A00Z-07	0.20215236542123105	0.22284467573495725
TCGA-A8-A08Z-01A-21R-A00Z-07	0.19464838732238654	0.2541426138651567
TCGA-A8-A090-01A-11R-A00Z-07	0.22123551083654547	0.16381546118958623
TCGA-A8-A091-01A-11R-A00Z-07	0.2184726706890029	0.14351053161707805
TCGA-A8-A092-01A-11R-A00Z-07	0.2695461166240005	0.12602470213299555
TCGA-A8-A093-01A-11R-A00Z-07	0.25237827973235194	0.15574787094967368
TCGA-A8-A094-01A-11R-A00Z-07	0.2877217819971424	0.174097211906308
TCGA-A8-A095-01A-11R-A00Z-07	0.24733001473949157	0.15448242470761564
TCGA-A8-A096-01A-11R-A00Z-07	0.24168530642547126	0.21781623097802028
TCGA-A8-A097-01A-11R-A034-07	0.22009301561830052	0.21180424998786784
TCGA-A8-A099-01A-11R-A00Z-07	0.28719745054146895	0.11054336024135347
TCGA-A8-A09A-01A-11R-A00Z-07	0.23715007825875045	0.2136713018204125
TCGA-A8-A09B-01A-11R-A00Z-07	0.24213622278917402	0.14094555802808206
TCGA-A8-A09C-01A-11R-A00Z-07	0.26663948715431374	0.12103885875715836
TCGA-A8-A09D-01A-11R-A00Z-07	0.22820820693846466	0.2378448072435685
TCGA-A8-A09E-01A-11R-A00Z-07	0.280066629626074	0.08209267615578475
TCGA-A8-A09G-01A-21R-A00Z-07	0.280716505233106	0.12624511797433768
TCGA-A8-A09I-01A-22R-A034-07	0.2775622627313281	0.14116301029508682
TCGA-A8-A09K-01A-11R-A00Z-07	0.23958841501160522	0.05378535497878645
TCGA-A8-A09M-01A-11R-A00Z-07	0.23985992052924898	0.10780390621324465
TCGA-A8-A09N-01A-11R-A00Z-07	0.2841361715289322	0.12426545031697289
TCGA-A8-A09Q-01A-11R-A00Z-07	0.2137341391906703	0.18093084388149705
TCGA-A8-A09R-01A-11R-A00Z-07	0.2492348974512799	0.17803357951992327
TCGA-A8-A09T-01A-11R-A00Z-07	0.24085992965183434	0.15806019982640873
TCGA-A8-A09V-01A-11R-A034-07	0.2370475577752882	0.16850161311055656
TCGA-A8-A09W-01A-11R-A00Z-07	0.2750878700457302	0.17292363646870856
TCGA-A8-A09X-01A-11R-A00Z-07	0.2397109183011661	0.19487001577732888
TCGA-A8-A09Z-01A-11R-A00Z-07	0.24110015773384552	0.08244274837438692
TCGA-A8-A0A1-01A-11R-A00Z-07	0.22670384916630426	0.21901981260578574
TCGA-A8-A0A2-01A-11R-A034-07	0.23330556012891523	0.16606888902636585
TCGA-A8-A0A4-01A-11R-A00Z-07	0.21268721391463596	0.2054962820107703
TCGA-A8-A0A6-01A-12R-A056-07	0.266027839524166	0.20306726239450146
TCGA-A8-A0A7-01A-11R-A00Z-07	0.22236931787822567	0.2654493908558173
TCGA-A8-A0A9-01A-11R-A00Z-07	0.25737615330113783	0.1530536114302099
TCGA-A8-A0AB-01A-11R-A034-07	0.2417747946440867	0.10408054550512824
TCGA-A8-A0AD-01A-11R-A056-07	0.23309878152667773	0.18964152975261928
TCGA-AC-A23C-01A-12R-A169-07	0.24952942663681987	0.18680168464383218
TCGA-AC-A23E-01A-11R-A157-07	0.22705962999662466	0.2650111523006783
TCGA-AC-A23G-01A-11R-A213-07	0.19310971125279597	0.2934425731530541
TCGA-AC-A23H-01A-11R-A157-07	0.2923808166799089	0.1284514990685116
TCGA-AC-A2B8-01A-11R-A17B-07	0.22958875819457958	0.24516076094216466
TCGA-AC-A2BK-01A-11R-A21T-07	0.11133919987975571	0.10131441930798324
TCGA-AC-A2BM-01A-11R-A21T-07	0.16783710885286096	0.12243618405722956
TCGA-AC-A2FB-01A-11R-A17B-07	0.21973636597032375	0.22652432372159736
TCGA-AC-A2FE-01A-11R-A19W-07	0.23453928120108825	0.2283750758952865
TCGA-AC-A2FF-01A-11R-A17B-07	0.17305566210638756	0.30116194340832536
TCGA-AC-A2FG-01A-11R-A17B-07	0.25431704633274244	0.19678078033134982
TCGA-AC-A2FK-01A-12R-A180-07	0.2287525212002368	0.21748134707789724
TCGA-AC-A2FM-01A-11R-A19W-07	0.2257668293238123	0.09195137663584674
TCGA-AC-A2FO-01A-11R-A180-07	0.23333814079103232	0.2621853841699935
TCGA-AC-A2QH-01A-11R-A18M-07	-0.1347381970035348	0.26247766668901695
TCGA-AC-A2QI-01A-12R-A19W-07	0.24974836868624772	0.20803384253714563
TCGA-AC-A2QJ-01A-12R-A19W-07	0.030567394402815973	0.23989226666390073
TCGA-AC-A3BB-01A-21R-A19W-07	0.23244673387550452	0.24683221686844292
TCGA-AC-A3EH-01A-22R-A22K-07	0.2669570400077498	0.14518902603240746
TCGA-AC-A3HN-01A-11R-A213-07	0.22166861643829072	0.2573562397872451
TCGA-AC-A3OD-01A-11R-A21T-07	0.229952358383808	0.19971508937214077
TCGA-AC-A3QP-01A-11R-A22U-07	0.2374476483060879	0.20865878627553902
TCGA-AC-A3QQ-01A-11R-A22K-07	0.27777034456005034	0.11400740819494992
